eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
81216,Pacific Coast Groundfish Fishery Management Plan (FMP) Amendment 16-2  Rebuilding Plans for : Darkblotched Rockfish  Pacific Ocean Perch  Canary Rockfish  and Lingcod  Maximum Sustainable Yield (MSY) Magnuson-Stevens Fishery Conservation and Management Act   WA  OR  CA  and Boundary of U.S. EEZ,Draft,11/05/2003,09/19/2003,National Oceanic and Atmospheric Administration,WA
81215,Northeast Multispecies Fishery Management Plan  Amendment 13  New Information concerning Management Alternatives and Impact Analysis   Adoption  Approval and Implementation New England Fishery Management Council  ME  NH  VT  MA  RI  CT  NY  NJ  DE  MD  VA and NC,Third Draft Supplemental,10/07/2003,08/29/2003,National Oceanic and Atmospheric Administration,Multi
81214,Generic Essential Fish Habitat Amendment to the Fishery Management Plans of the Gulf of Mexico (GOM) for Shrimp Fishery  Red Drum Fishery  Reef Fish Fishery  Stone Crab Fishery  Coral and Coral Reef Fishery and Spiny Lobster Fishery  of the GOM and South Atlantic Coastal Migratory Pelagic Resources of the GOM and South Atlantic  TX  LA  MS  FL and AL,Draft,12/04/2003,08/29/2003,National Oceanic and Atmospheric Administration,Multi
81213,PROGRAMMATIC - Alaska Groundfish Fisheries  New Information concerning the Ecosystem and a Preferred Alternative  Fishery Management Plans for Groundfish Fishery of the Gulf of Alaska and the Groundfish Fishery of the Bering Sea and Aleutian Islands Area  North Pacific Fishery Management Council  AK,DF,11/12/2003,08/29/2003,National Oceanic and Atmospheric Administration,AK
81212,GENERIC - Essential Fish Habitat Amendment to Spiny Lobster Fishery Management Plan  Queen Conch Fishery Management  Reef Fish and Coral Fishery Management Plans  Implementation  US Caribbean  Extending to US Exclusive Economic Zone (NEZ)  Virgin Islands and Puerto Rico,Draft,11/17/2003,08/01/2003,National Oceanic and Atmospheric Administration,""
81211,New Hampshire Coastal Program  Ocean  Harbor  and Great Bay Areas  Approval  Funding,Final,08/24/1988,07/29/1988,National Oceanic and Atmospheric Administration,NH
81210,Coral and Coral Reefs Fishery Management Plan  Updated Information  Amendment 2 of the Gulf of Mexico and South Atlantic,Draft Supplement,06/29/1994,05/20/1994,National Oceanic and Atmospheric Administration,""
81209,Delaware National Estuarine Research Reserve Management Plan  St. Jones River and Blackbird Creek Designation Sites  Implementation and Funding  Kent and New Castle Counties  DE,Draft,10/07/1991,08/23/1991,National Oceanic and Atmospheric Administration,DE
81208,Atlantic Bluefish Fishery Management  Fishery Management Plan  Implementation  Nova Scotia to Florida  Northwestern Atlantic Ocean,Draft,08/20/1998,07/31/1998,National Oceanic and Atmospheric Administration,""
81207,Fishery Management Plan (FMP) for the Shrimp Fishery of the Gulf of Mexico  US Waters  Amendment 9 concerning Reduction of Unwanted Bycatch of Juvenile Red Snapper with Ancillary Benefits to Other Finfish Species  Implementation  MXG,Draft Supplement,12/02/1996,10/18/1996,National Oceanic and Atmospheric Administration,""
81206,Marine Environmental Health Research Laboratory (MEHRL)  Construction and Operation of Premiere  High Technology and Marine Research Center  Approval of Permits  Charleston County  SC,Final,05/28/1998,04/17/1998,National Oceanic and Atmospheric Administration,SC
81205,Atlantic Tunas  Swordfish and Sharks  Highly Migratory Species Fishery Management Plan  Updated Information  Reduction of Bycatch and Incidental Catch in the Atlantic Pelagic Longline Fishery,Draft Supplement,02/08/2000,12/30/1999,National Oceanic and Atmospheric Administration,""
81204,Tilefish Fishery Management Plan (FMP) (Lopholatilus Chamaileonticeps) to Prevent Overfishing and to Rebuild the Resource of Tilefish  Located Along Atlantic Ocean,Draft,09/01/1999,07/23/1999,National Oceanic and Atmospheric Administration,""
81203,Devil's Tower National Monument General Management Plan  Implementation  Crook County  WY,Draft,08/13/2001,06/29/2001,National Park Service,WY
81202,Delaware Water Gap National Recreation Area (DWGNRA) Trail Plan  General Management Plan  Implementation  Delaware River  PA and NJ,Draft,10/04/1999,08/20/1999,National Park Service,PA
81201,Santa Rosa Island Resources Management Plan  Improvements of Water Quality and Conservation of Rare Species and their Habitats  Channel Islands National Park  Santa Barbara County  CA,Draft,09/06/1996,05/24/1996,National Park Service,CA
81200,Glen Echo Park Management Plan  Implementation  Town of Glen Echo  Potomac River Valley  part of the George Washington Memorial Parkway  Montgomery County  MD,Final,04/09/2001,03/09/2001,National Park Service,MD
81199,Authorization of Incidental Take and Implementation of the Mendocino Redwood Habitat Conservation Plan/Natural Community Conservation and Timber Management Plan  Medocino County  CA,Draft,04/22/2013,11/23/2012,National Oceanic and Atmospheric Administration,CA
81198,Authorization for Incidental Take and Implementation of the Stanford University  Habitat Conservation Plan   San Mateo and Santa Clara Counties  CA,Final,12/17/2012,11/23/2012,National Oceanic and Atmospheric Administration,CA
81197,Harvest Specifications and Management Measures for the 2013-2014 Pacific Coast Groundfish Fishery and Amendment 21-2 to the Pacific Coast Fishery Management Plan  Federal Waters off the Coast of WA  OR  and CA,Final,11/13/2012,10/12/2012,National Oceanic and Atmospheric Administration,Multi
81196,PROGRAMMATIC - Portland Harbor Restoration Plan  Restoration of Injured Natural Resources  Multnomah County  OR,Draft,10/03/2012,07/06/2012,National Oceanic and Atmospheric Administration,OR
81195,PROGRAMMATIC - Lower Duwamish River Natural Resource Damage Assessment (LDR/NRDA) Restoration Plan  Additional Detailed Information and Minor Changes  Implementation  King County  WA,Draft Supplement,10/03/2012,08/03/2012,National Oceanic and Atmospheric Administration,WA
81194,Amendment 2 to the Consolidated Atlantic Highly Migratory Species Fishery Management Plan  To Implement Management Measures that Prevent Overfishing and Rebuild Overfished Stocks  Implementation  Exclusive Economic Zone (EEZ) of the Atlantic Qcean  Gulf of Mexico and Caribbean Sea,Draft,10/18/2007,07/27/2007,National Oceanic and Atmospheric Administration,""
81193,Bottomfish and Seamount Groundfish Fisheries of the Western Pacific Region  Amendment 14  to the Fishery Management Plan  Additional Information to Analyze a Range of Management Alternatives to End Bottomfish Overfishing in the Hawaiian  Archipelago  HI  GU and AS,Second Draft Supplemental,08/24/2007,07/13/2007,National Oceanic and Atmospheric Administration,Multi
81192,PROGRAMMATIC - Steller Sea Lion and Northern Fur Seal Research  Proposal to Disburse Funds and Issue Permit for Research  AK  WA  OR and CA,Final,06/08/2007,05/11/2007,National Oceanic and Atmospheric Administration,""
81191,Atlantic Sea Scallop Fishery Management Plan (FMP)  Amendment 11  Implementation to Control Capacity and Mortality in the General Category Scallop Fishery  Gulf of Maine  Georges Bank  NC,DD,06/11/2007,04/27/2007,National Oceanic and Atmospheric Administration,NC
81190,Channel Islands National Marine Sanctuary (CINMS) Project  Establishment of No-Take and Limited-Take Marine Zones  Protection of Sanctuary Biodiversity  CA,Final,05/21/2007,04/20/2007,National Oceanic and Atmospheric Administration,CA
81189,Amendment 27 to the Reef Fish Fishery Management Plan and Amendment 14 to the Shrimp Fishery Management Plan  To Address Stock Rebuilding and Overfishing of Red Snapper  Gulf of Mexico,Draft,05/22/2007,04/20/2007,National Oceanic and Atmospheric Administration,""
81188,PROGRAMMATIC - Toward an Ecosystem Approach for the Western Pacific Region:  From Species-Based Fishery Management Plans to Place-Based Fishery Ecosystem Plans  Bottomfish and Seamount Groundfish  Coral Reef Ecosystems  Crustaceans  Precious Corals  Pelagics  Implementation  American Samoa  Commonwealth of the Northern Mariana Islands  Hawaii  U.S. Pacific Remote Island Area,Revised Draft,05/24/2007,04/13/2007,National Oceanic and Atmospheric Administration,""
81187,Atlantic Tunas  Swordfish  and Sharks  Fishery Management Plan   Prevention of Overfishing and Rebuild Overfished Species Update Essential Fish Habitat  Atlantic  Gulf of Mexico  and Carribean Sea,Draft,09/23/2003,08/01/2003,National Oceanic and Atmospheric Administration,""
81186,Pelagic Sargassum Habitat Fishery Management Plan  Implementation  Updated Information concerning the Public's Opportunity to Comment on Proposed Actions  South Atlantic Region,Final Supplement,06/16/2003,05/30/2003,National Oceanic and Atmospheric Administration,""
81185,Northeast Skate Complex Fishery Management Plan  Implementation of Management Measures  Magnuson Stevens Fishery Conservation and Management Act  New England Fishery Management Council,Final,06/24/2003,05/23/2003,National Oceanic and Atmospheric Administration,""
81184,Amendment 13 to the Fishery  Management Plan for Summer Flounder  Scup  and Black Sea Bass  Implementation  Western Atlantic Ocean  from Cape Harteras  NC northward to the US-Canadian Border,Final,06/06/2003,05/16/2003,National Oceanic and Atmospheric Administration,""
81183,PROGRAMMATIC - The Louisiana Regional Restoration Planning Program  Establishing and Implementation of Natural Resource Trust Mandates  LA,Draft,07/09/2003,05/09/2003,National Oceanic and Atmospheric Administration,LA
81182,Atlantic Sea Scallop Fishery Management Plan (FMP)  Amendment 10  Introducing Spatial Management of Adult Scallops  Essential Fish Habitat (EFH)  from the Gulf of Maine and Georges Banks to Cape Hatteras  NC,DC,07/24/2003,04/18/2003,National Oceanic and Atmospheric Administration,""
81181,Essential Fish Habitat Components of Amendment 13 to the Northeast Multispecies Fishery Management Plan  Selection of the best Method of Minimizing the Impacts of Groundfish Fishing on Essential Fish Habitat  ME  VT  NY   CT  DE  NH  MA  RI  NJ  MD  VA and NC,Draft,06/26/2003,04/04/2003,National Oceanic and Atmospheric Administration,Multi
81180,Green  Logger- head  and the Pacific Ridley Sea Turtles  Listing and Protection Under the 1973 Endangered Species Act  Incidental Capture and Mortality Reduction  Use of Excluder Devices by Shrimp Fisherman,Draft Supplement,04/15/1987,02/27/1987,National Oceanic and Atmospheric Administration,""
81179,South Atlantic Region Shrimp Fishery Management Plan  Exclusive Economic Zone (EEZ)  NC  SC  FL and and GA,Final,09/13/1993,08/13/1993,National Oceanic and Atmospheric Administration,""
81178,Atlantic Coast Weakfish Fishery  Fishery Management Plan  Implementation  Updated Information  Weakfish Harvest Control in the Atlantic Ocean Exclusive Economic Zone (EEZ)  off the New England  Mid-Atlantic and South Atlantic Coasts,Draft Supplement,01/31/1997,12/20/1996,National Oceanic and Atmospheric Administration,""
81177,Atlantic Mackerel  Squid and Butterfish Fisheries  Fishery Management Plan  Amendment No. 5  Implementation  Exclusive Economic Zone (EEZ) off the US Atlantic Coast,Draft,01/20/1995,12/09/1994,National Oceanic and Atmospheric Administration,""
81176,Atlantic  Gulf and Caribean Exclusive Economic Zones (EEZ) Billfish Fishery Management Plan  White and Blue Marlin  Sailfish  and the Longbill Spearfish  Implementation,Final,09/30/1988,09/16/1988,National Oceanic and Atmospheric Administration,""
81175,Pacific Coast Groundfish Fishery Management Plan (FMP)  Updated Information and Changes to the Current FMP  Amendment No. 4  CA  OR and WA (DS-2),Second Draft Supplemental,04/04/1990,02/16/1990,National Oceanic and Atmospheric Administration,""
81174,Northeast Skate Complex Fishery Management Plan  Implementation of Management Measures  Magnuson-Stevens Fishery Conservation and Management Act  New England Fishery Management Council,Draft,10/15/2002,08/30/2002,National Oceanic and Atmospheric Administration,""
81173,State of Georgia Coastal Management Program  Comprehensive Coastal Land and Water Use Activities  Approval and Implementation  GA,Draft,10/10/1997,09/05/1997,National Oceanic and Atmospheric Administration,GA
81172,Fagatele Bay National Marine Sanctuary Management Plan  Implementation  Tutuila Island  American Samoa,Final,06/28/2012,06/22/2012,National Oceanic and Atmospheric Administration,AS
81171,Harvest Specifications and Management Measures for the 2013-2014 Pacific Coast Groundfish Fishery and Amendment 21-2 to the Pacific Coast Fishery Management Plan  Implementation  Off the Coast of WA  OR  and CA,Draft,07/27/2012,06/15/2012,National Oceanic and Atmospheric Administration,Multi
81170,Issuing Annual Quotas to the Alaska Eskimo Whaling Commission (AEWC) for a Subsistence Hunt on Bowhead Whales for the Years 2013 through 2017/2018,Draft,08/29/2012,06/15/2012,National Oceanic and Atmospheric Administration,""
81169,Southwest Fisheries Science Center Demolition  Soil Stabilization and Seismic Improvements  La Jolla  CA,Final Supplement,06/26/2012,05/25/2012,National Oceanic and Atmospheric Administration,CA
81168,Southeastern U.S. Shrimp Fisheries  To Reduce Incidental Bycatch and Mortality of Sea Turtles  Tidally Influenced Waters and Substrates of the Gulf of Mexico and South Atlantic  and its estuaries of LA  MS  AL  and NC and extending out to the limit of the U.S. Exclusive Economic Zone,Draft,07/02/2012,05/18/2012,National Oceanic and Atmospheric Administration,""
81167,Amendment 11 to the Fishery Management Plan for Spiny Lobster  Establish Trap Line Marking Requirements and Closed Areas to Protect Coral Species  Gulf of Mexico and South Atlantic Regions,Final Supplement,05/22/2012,05/04/2012,National Oceanic and Atmospheric Administration,""
81166,Amendment 5 to the Atlantic Herring Fishery Management Plan  Implementation,Draft,06/04/2012,04/20/2012,National Oceanic and Atmospheric Administration,""
81165,Amendment 14 to the Atlantic Mackerel  Squid  and Butterfish Fishery Management Plan  Implementation,Draft,06/04/2012,04/20/2012,National Oceanic and Atmospheric Administration,""
81164,Amendment 18A to the Fishery Management Plan for the Snapper-Grouper Fishery of the South Atlantic Region  To Limit Participation and Effort in the Black Sea Bass Pot  Fishery   South Atlantic Region  NC  SC FL and GA,Final,03/19/2012,02/17/2012,National Oceanic and Atmospheric Administration,""
81163,Amendment 11 to the Fishery Management Plan for Spiny Lobster  Establish Trap Line Marking Requirements and Closed Areas to Protect Coral Species  Gulf of Mexico and South Atlantic Regions,Draft Supplement,03/19/2012,02/03/2012,National Oceanic and Atmospheric Administration,""
81162,Phase I - Essential Fish Habitat Omnibus Amendment #2  Designations for 27 Species  Amendment #14 to the Northeast Multispecies FMP  Amendment #14 to the Atlantic Scallop FMP  Amendment #3 to the Atlantic Herring FMP  Amendment 4 to the Monkfish FMP  Amendment 1 to the Deep-Sea Red Crab FMP  Amendment 2 to the Skates FMP and Amendment 3 to the Atlantic Salmon FMP  Maine to North Carolina,Draft,05/17/2007,04/06/2007,National Oceanic and Atmospheric Administration,""
81161,Atlantic Mackerel  Squid and Butterfish  Fishery Management Plan  Amendment #9  Implementation  Essential Fish Habitat (EFH)  Exclusive Economic Zone(EEZ),Draft Supplement,05/10/2007,04/06/2007,National Oceanic and Atmospheric Administration,""
81160,PROGRAMMATIC - Outer Continental Shelf Seismic Surveys in the Beaufort and Chukchi Seas  Proposed Offshore Oil and Gas Seismic Survey  AK,Draft,05/14/2007,03/30/2007,National Oceanic and Atmospheric Administration,AK
81159,PROGRAMMATIC - Marine Mammal Health and Stranding Response Program (MMHSRP)   Day-to-Day Operation on Stranding  Response  Rehabilitation  Release  and Disentanglement Activities,Draft,04/25/2007,03/16/2007,National Oceanic and Atmospheric Administration,""
81158,PROGRAMMATIC - Steller Sea Lion and Northern Fur Seal Research  Proposal to Disburse Funds and Issue Permit for Research  AK  WA  OR and CA,Draft,04/02/2007,02/16/2007,National Oceanic and Atmospheric Administration,Multi
81157,Alaska Groundfish Harvest Specifications Project  Establish  Harvest Strategy for the Bering Sea and Aleutian Islands (BSAI) and Gulf of Alaska (GOA) Groundfish Fisheries  AK,Final,02/12/2007,01/12/2007,National Oceanic and Atmospheric Administration,AK
81156,PROGRAMMATIC - The Louisiana Regional Restoration Planning Program  Establishing and Implementation of Natural Resource Trust Mandates  LA,Final,02/20/2007,01/05/2007,National Oceanic and Atmospheric Administration,LA
81155,Gulf of Mexico Red Snapper Total Allowable Catch and Reduce Bycatch in the Gulf of Mexico Directed and Shrimp Trawl Fisheries  To Evaluate Alternatives  Gulf of Mexico,Final,01/08/2007,12/29/2006,National Oceanic and Atmospheric Administration,""
81153,Anadromous Fish Agreements and Habitat Conservation Plans for the Wells  Rocky Reach  and Rock Island Hydroelectric Projects  Implementation  Incidental Take Permits  Chelan and Douglas Counties  WA,Final,02/10/2003,12/27/2002,National Oceanic and Atmospheric Administration,WA
81152,Federal Lobster Management in the Exclusive Economic Service  Implementation  American Lobster Fishery Management Plan  NY  NH  and  MA,Final Supplement,12/09/2002,11/08/2002,National Oceanic and Atmospheric Administration,Multi
81150,Pelagic Fisheries of the Western Pacific Region  Amendment 7 to the  Fishery Management Plan  Implementation  Exclusive Economic Zone  (EEZ)  HI,Draft,08/12/1993,07/09/1993,National Oceanic and Atmospheric Administration,HI
81149,Atlantic Coast Red Drum Fishery Management Plan  Implementation  Exclusive Economic Zone (EEZ) of the east coast of MA  NH  MA  RI  CT  NY  NJ  PA  DE  MD  VA  NC  SC  GA  and FL,Final,12/21/1990,11/09/1990,National Oceanic and Atmospheric Administration,""
81148,Cordell Bank National Marine Sanctuary  Designation and Management Plan  Implementation  Pacific Continental Shelf  West of Point Reyes  CA,Final,04/17/1989,03/17/1989,National Oceanic and Atmospheric Administration,CA
81147,Thunder Bay National Marine Sanctuary Management Plan  Comprehensive and Long-Term Management for Shipwrecks and other Underwater Cultural Resources  extending from Presque Isle Harbor to Sturgeon Paint and eastward into Lake Huron  Alpena  Alconia and Presque Isle Counties  MI,Final,08/20/1999,06/25/1999,National Oceanic and Atmospheric Administration,MI
81146,PROGRAMMATIC - Commencement Bay Restoration Plan  Implementation  COE Section 10 and 404 Permits  CZMA and NPDES Applications  Puget Sound  Pierce County  WA,Draft,12/06/1996,08/09/1996,National Oceanic and Atmospheric Administration,WA
81145,Great Bay National Estuarine Research Reserve  Designation and Management Plan  Establishment and Funding  Towns of Durham  Newmarket  Newfields  Stratham and Newington  Straffard County  NH,Final,02/02/1988,12/31/1987,National Oceanic and Atmospheric Administration,NH
81144,Guana  Tolomato  Matanizas  Site Designation  National Estuarine Research Reserve  Management Plan  City of Jacksonville  St. Johns and Flagler Counties  FL,Draft,09/08/1998,07/17/1998,National Oceanic and Atmospheric Administration,FL
81143,South Atlantic Region Shrimp Fishery Management Plan  Amendment 5  Additional Information concerning Rock Shrimp in the Exclusive Economic Zone (EEZ)  NC  SC  FL and GA,Second Draft Supplemental,08/30/2001,07/27/2001,National Oceanic and Atmospheric Administration,Multi
81142,Florida Keys National Marine Sanctuary Comprehensive Management Plan  Implementation and Special-Use-Permit  Monroe County  FL,Draft,02/09/1996,05/12/1995,National Oceanic and Atmospheric Administration,FL
81141,Mullica River - Great Bay National Estuarine Research Reserve Establishment  Site Designation and Plan Implemention  Ocean  Atlantic and Burlington Counties  NJ,Draft,06/20/1996,04/26/1996,National Oceanic and Atmospheric Administration,NJ
81140,Atlantic Coast Weakfish Fishery  Fishery Management Plan  Implementation  Weakfish Harvest Control in the Atlantic Ocean Exclusive Economic Zone (EEZ)  off the New England  Mid-Atlantic and South Atlantic Coast,Draft,07/26/1995,06/16/1995,National Oceanic and Atmospheric Administration,""
81138,Effects of Oil and Gas Activities in the Arctic Ocean  Beaufort and Chukchi Seas  AK,Draft,02/28/2012,12/30/2011,National Oceanic and Atmospheric Administration,AK
81137,Illinois Coastal Management Program  To Preserve  Protect  Restore  and Where Possible  Enhance Coastal Resources in Illinois,Final,01/03/2012,12/23/2011,National Oceanic and Atmospheric Administration,IL
81136,Amendment 18A to the Fishery Management Plan for the Snapper-Grouper Fishery of the South Atlantic Region  To Limit Participation and Effort in the Black Sea Bass Pot  Fishery   South Atlantic Region  NC  SC FL and GA,Draft,01/23/2012,12/09/2011,National Oceanic and Atmospheric Administration,Multi
81135,Comprehensive Annual Catch Limit (ACL) Amendment for the South Atlantic Regions:   Amendment 2 to the Fishery Management Plan for the Dolphin Wahoo Fishery; Amendment 2 to the Fishery Management  Plan for Pelagic Sargassum Habitat; Amendment  5 to the Fishery Management Plan for the Golden Crab Fishery and Amendment 25 to the Fishery Management Plan for the Snapper Grouper Fishery   South Atlantic Region,Final,12/27/2011,11/25/2011,National Oceanic and Atmospheric Administration,""
81134,Reef Fish Amendment 32  Gag - Rebuilding Plan  Annual Catch Limits  Management Measures  Red Grouper - Annual Catch Limits  Management  Measures  Grouper Accountability Measures  Gulf of Mexico,Final,12/07/2011,11/10/2011,National Oceanic and Atmospheric Administration,""
81132,Amendment 2 to the Fishery Management Plan of Puerto Rico and the U.S. Virgin Islands and Amendment 5 to the Reef  Fish Fishery Management Plan of Puerto Rico and the U.S. Virgin Islands  Implementation of Annual Catch Limits (ACLs) and Accountability Measures (AMs) for Reef Fish and Queen Conch in the U.S. Caribbean,Final,10/31/2011,10/28/2011,National Oceanic and Atmospheric Administration,PR
81131,Generic - Annual Catch Limits/Accountability Measures Amendment for the Gulf of Mexico Fishery Management Council's Red Drum  Reef Fish  Shrimp  Coral and Coral Reefs  Fishery Management Plans  Implementing the National Standard 1 Guidelines,Final,11/28/2011,10/28/2011,National Oceanic and Atmospheric Administration,""
81130,South Atlantic Snapper Grouper Fishery  Amendment 14 to Establish Eight Marine Protected Areas in Federal Waters  Implementation  South Atlantic Region,Draft,01/24/2007,12/15/2006,National Oceanic and Atmospheric Administration,""
81129,PROGRAMMATIC  -  Codified Regulations at 50 CFR 300 Subparts A and G Implementing Conservation and Management Measures Adopted by the Commission for the Conservation of Antarctic Marine Living Resources,Final,12/19/2006,11/24/2006,National Oceanic and Atmospheric Administration,""
81128,Pacific Coast Groundfish Fishery Management Plan  Proposed Acceptable Biological Catch and Optimum Yield Specifications and Management Measures for the 2007-2008 Pacific Coast Groundfish Fishery and Amendment 16-4 Rebuilding Plans for Seven Depleted Pacific Coast Groundfish Species  WA  OR and CA,Final,11/20/2006,10/20/2006,National Oceanic and Atmospheric Administration,""
81127,Gulf of Mexico Red Snapper Total Allowable Catch and Reduce Bycatch in the Gulf of Mexico Directed and Shrimp Trawl Fisheries  To Evaluate Alternatives  Gulf of Mexico,Draft,11/09/2006,10/13/2006,National Oceanic and Atmospheric Administration,""
81126,Cordell Bank  Gulf of the Farallones and Monterey Bay National Marine Sanctuaries  Proposes a Series of Regulatory Changes  Offshore of Northern/Central  CA,Draft,01/04/2007,10/06/2006,National Oceanic and Atmospheric Administration,CA
81125,Atlantic Herring Fishery Management Plan (FWP)  Amendment 1  Management Measure Adjustment  Implementation   Gulf of Maine  George Bank  ME,Final,10/30/2006,09/29/2006,National Oceanic and Atmospheric Administration,ME
81124,Alaska Groundfish Harvest Specifications Project  Establish  Harvest Strategy for the Bering Sea and Aleutian Islands (BSAI) and Gulf of Alaska (GOA) Groundfish Fisheries  AK,Draft,10/12/2006,09/08/2006,National Oceanic and Atmospheric Administration,AK
81123,Amendment 26 to the Gulf of Mexico Reef Fish Fishery Management  Plan  Proposed Individual Fishing Quota (IFQ) Program to Reduce Overcapacity in the Commercial Red Snapper Fishery,FC,08/09/2006,08/11/2006,National Oceanic and Atmospheric Administration,""
81122,Channel Islands National Marine Sanctuary (CINMS) Project  Establishment of No-Take and Limited-Take Marine Zones  Protection of Sanctuary Biodiversity  CA,Draft,10/06/2006,08/11/2006,National Oceanic and Atmospheric Administration,CA
81121,Minnesota's Lake Superior Coastal Program  Approval and Implementation  St. Louis and Cook Counties  MN,Final,07/06/1999,06/04/1999,National Oceanic and Atmospheric Administration,MN
81120,Groundfish Fishery of the Bering Sea  Aleutian Islands  Fishery Management Plan  Updated Information  Amendment 18/23 Inshore\Offshore Allocation  Alternative Approval and Implementation  AK,Third Final Supplemental,04/20/1992,03/20/1992,National Oceanic and Atmospheric Administration,AK
81119,Black Sea Bass (Centropristis striata) Fishery Management Plan (FMP)  Implementation  in the western Atlantic Ocean  from Cape Hatteras  NC northward to the US-Canadian Border,Final,09/23/1996,08/16/1996,National Oceanic and Atmospheric Administration,NC
81118,Shallow-Water Reef Fish Fishery Management Plan  Amendment 2  Updated Information  Puerto Rico and U. S. Virgin Island,Final Supplement,08/20/1993,08/06/1993,National Oceanic and Atmospheric Administration,""
81117,Juneau Consolidated Facility  Additional Information  Space for the University of Alaska Fairbanks School of Fisheries and Ocean Science (UAF)  Possible Site Lena Point  Fisheries Management Operation  'Vision for 2005'  Juneau  AK,Draft Supplement,11/25/1997,10/10/1997,National Oceanic and Atmospheric Administration,AK
81116,PROGRAMMATIC - Commencement Bay Restoration Plan  Implementation  COE Section 10 and 404 Permits  CZMA and NPDES Applications  Puget Sound  Pierce County  WA,Final,04/24/1997,03/21/1997,National Oceanic and Atmospheric Administration,WA
81115,Chesapeake Bay National Estuarine Research Reserve System and Management Plan  Site Designation  Goodwin Islands  Catlett Islands  Taskimas Creek and Sweet Hall Marsh  Funding  VA,Draft,07/16/1990,06/01/1990,National Oceanic and Atmospheric Administration,VA
81114,Queen Conch Resources Fishery Management Plan  Implementation  Atlantic Ocean and Caribbean Portions of the Exclusive Economic Zone (EEZ) adjacent to the State Waters of Puerto Rico and the US Virgin Islands,Draft,05/14/1996,04/12/1996,National Oceanic and Atmospheric Administration,""
81113,Queen Conch Resources Fishery Management Plan  Implementation  Atlantic Ocean and Caribbean Portions of the Exclusive Economic Zone (EEZ) adjacent to the State Waters of Puerto Rico and the US Virgin Islands,Final,10/22/1996,09/27/1996,National Oceanic and Atmospheric Administration,""
81112,Thunder Bay National Marine Sanctuary Management Plan  Comprehensive and Long-Term Management for Shipwrecks and other Underwater Cultural Resources  extending from Presque Isle Harbor to Sturgeon Paint and eastward into Lake Huron  Alpena  Alconia and Pr,Draft,"",06/06/1997,National Oceanic and Atmospheric Administration,MI
81111,Grand Bay National Estuarine Research Reserve (NERR)  Designation  To Conduct Research  Educational Project and Construction  East of the City of Biloxi  Jackson County  MS,Draft,09/08/1998,07/24/1998,National Oceanic and Atmospheric Administration,MS
81110,Northeast Multispecies Groundfish Fishery Management Plan  Amendment 7  Updated Information concerning the Rehabilation of the Depleted Cod  Haddock and Yellowtail Flounder Stocks  Implementation  Gulf of Maine  Georges Bank  ME  NH  CT  RI and MA,Second Final Supplemental,"",03/15/1996,National Oceanic and Atmospheric Administration,""
81109,Atlantic  Gulf and Caribean Exclusive Economic Zones (EEZ) Billfish Fishery Management Plan  White and Blue Marlin  Sailfish  and the Longbill Spearfish  Implemetation,Final Supplement,04/16/1999,03/26/1999,National Oceanic and Atmospheric Administration,""
81108,Scup (Stenotomus Chrusops) Fishery Amendment  Fishery Management Plan (FMP)  Implementation  Elimination or Prevention of Over Fishing in the Exclusive Economic Zone (EEZ)  Approval and Permits  ME  CT  RI  NY and NJ,Final,"",06/07/1996,National Oceanic and Atmospheric Administration,""
81107,Groundfish Fishery of the Bering Sea and Aleutian Islands  Fishery Management Plant  Updated Information  Amendment 18/23 Inshore/Offshore Allocation Alternative Approval and Implementation  AK,Third Draft Supplemental,03/09/1992,11/22/1991,National Oceanic and Atmospheric Administration,AK
81106,Hawaiian Islands Humpback Whales and Their Habitat National Marine Sanctuary Management Plan  Implementation  Honolulu  Kauai and Maui Counties  HI,Final,03/14/1997,02/14/1997,National Oceanic and Atmospheric Administration,HI
81105,Stellwagen Bank National Marine Sanctuary  Implementation  Designation and Management Plan  Boston  MA,Final,10/04/1993,09/03/1993,National Oceanic and Atmospheric Administration,MA
81104,Swim-With-The-Dolphin Programs  Use of Marine Mammals  Implementation,Draft,12/28/1989,11/09/1989,National Oceanic and Atmospheric Administration,""
81103,Fagatele Bay National Marine Sanctuary  Management Plan  Implementation  along the southwestern coast of Tutuila Island  AS,Draft,01/05/2012,10/21/2011,National Oceanic and Atmospheric Administration,AS
81102,ADOPTION - Bair Island Restoration and Management Plan  Tidal Action Restoration  Don Edwards San Francisco Bay National Wildlife Refuge  Bair Island State Ecological Reserve  South San Francisco Bay  San Mateo County  CA,Final,10/18/2011,09/23/2011,National Oceanic and Atmospheric Administration,CA
81101,Southwest Fisheries Science Center (SWFSC)  Demolition  Soil Stabilization and Seismic Improvement in La Jolla  CA,Draft Supplement,10/31/2011,09/23/2011,National Oceanic and Atmospheric Administration,CA
81100,Illinois Coastal Management Program  To Preserve  Protect  Restore  and Where Possible  Enhance Coastal Resources in Illinois,Draft,10/13/2011,09/16/2011,National Oceanic and Atmospheric Administration,IL
81099,Amendment 10 to the Fishery Management Plan for Spiny Lobster  Establish Annual Catch Limits and Accountability Measures for Caribbean Spiny Lobster  Gulf of Mexico and South Atlantic Regions,Final,10/11/2011,09/09/2011,National Oceanic and Atmospheric Administration,""
